-0.324728	-0.942725	-0.0762982
-0.103701	-0.813013	-0.572936
-0.420936	0.889011	0.180203
-0.0956291	0.129369	0.986974
0.344764	-0.196225	0.917951
-0.0645857	0.509331	0.858144
-0.234929	0.103162	0.966523
-0.36618	-0.330729	0.869788
0.214219	0.359623	0.908175
-0.310488	-0.212197	0.92659
-0.214913	0.110388	0.970375
0.188731	0.0344632	0.981424
0.0825665	-0.624481	0.776664
-0.0620306	0.0968597	0.993363
-0.300504	-0.615493	0.728605
0.841175	-0.135609	0.523484
0.782948	-0.0891032	0.615673
0.478985	0.229965	0.847166
-0.126367	-0.0675393	0.989682
0.691912	-0.720207	-0.0505902
0.772731	0.529965	0.34932
0.11427	0.559598	0.820848
-0.451847	-0.0038706	0.892087
0.865133	0.48805	0.115553
-0.381568	0.616534	0.688689
-0.239714	0.308601	0.920491
0.178026	0.0701517	0.981522
-0.284369	-0.532872	0.796983
0.495432	0.171868	0.851474
0.748959	-0.258917	0.609936
-0.110873	-0.993727	0.0146175
0.22071	-0.507188	-0.833095
-0.249627	0.288779	-0.92428
-0.925626	0.261297	-0.273752
-0.271393	0.652647	0.707388
-0.449871	-0.290834	0.844412
-0.800076	-0.113967	0.588974
-0.552747	0.769183	0.32067
-0.0251874	-0.221251	0.974892
0.226106	-0.719601	0.656544
0.767077	-0.0127761	0.641428
0.371935	0.470899	0.799949
0.364218	0.520283	0.772432
0.000800759	0.581859	0.81329
0.201269	0.0186415	0.979359
0.00802544	-0.0079039	0.999937
0.0749129	0.0772441	0.994194
0.255167	-0.694279	0.672954
0.730638	-0.307482	0.609609
0.261032	-0.284232	0.922537
-0.0271215	-0.507938	0.860966
0.776846	-0.280573	-0.563728
0.624576	-0.780079	-0.0371685
0.968102	-0.154261	0.197438
0.0577171	0.416796	0.907166
-0.223446	-0.0495693	0.973455
0.02878	0.0271701	0.999216
-0.578961	0.300048	0.75814
-0.501288	-0.216457	0.837769
0.156361	-0.374267	-0.914043
-0.0976555	0.884704	0.455809
0.0184116	0.0344459	0.999237
-0.368662	-0.227427	0.901313
-0.568143	-0.703764	0.426531
0.364699	-0.834118	-0.413814
0.641078	0.208299	-0.738668
0.022783	-0.154551	0.987722
-0.657134	-0.171542	0.733995
-0.349414	-0.542698	0.763799
-0.603568	0.088433	0.792392
0.122917	0.497658	0.85862
-0.0905382	0.0350611	0.995276
-0.285912	-0.352585	0.891032
-0.00603591	-0.117654	0.993036
0.0525728	-0.899832	0.433058
-0.0140008	-0.493384	0.869699
0.465624	-0.604673	-0.646192
0.903029	0.288121	-0.318631
0.846413	0.526879	-0.0773574
0.436752	0.366862	0.821377
0.427067	-0.228748	0.874807
-0.0917093	-0.647059	0.756904
0.23615	0.1368	0.962039
0.799009	0.231247	0.555076
-0.104856	0.209764	0.972113
0.0426939	-0.0247391	0.998782
0.281938	-0.652841	0.703072
-0.605521	-0.785535	-0.127591
-0.0129103	0.0750051	-0.9971
-0.462426	0.510049	-0.725267
0.368212	0.62279	0.690328
0.42231	0.189968	0.886322
0.435524	0.0897073	0.895696
0.62278	-0.152396	0.767412
0.0522578	-0.399559	0.915217
-0.721434	-0.667444	-0.184529
0.296521	0.600071	0.742961
-0.040179	0.197994	0.979379
0.675989	-0.292979	0.676167
-0.159314	-0.791881	0.589528
-0.481071	-0.837333	-0.2597
-0.791344	0.131485	-0.597065
-0.0460963	0.73539	0.676074
-0.0769173	-0.0690655	0.994642
-0.00263777	0.113408	0.993545
-0.431317	-0.104841	0.896088
0.512737	0.449379	0.731546
-0.221022	0.646459	0.730233
-0.360437	-0.138597	0.922429
-0.189101	0.192521	0.9629
-0.439406	-0.425497	0.791122
-0.175938	-0.979888	-0.0941582
-0.106492	-0.0947493	-0.989789
-0.327169	0.230341	-0.916463
-0.110779	0.451688	0.885272
0.652916	-0.170136	0.738074
0.669228	-0.213045	0.711861
0.452645	0.610717	0.649721
0.200113	0.517497	0.831957
-0.70419	0.505775	0.498305
0.479717	0.0334228	0.876786
0.273479	0.550487	0.788779
0.0971736	0.186949	0.977552
-0.0783777	-0.219455	0.972469
-0.929332	0.118711	0.349643
-0.592844	0.499286	0.631861
-0.136361	-0.103002	0.98529
0.440712	-0.41897	0.793874
0.822671	-0.489198	0.28965
0.824205	0.539464	-0.172234
-0.0743795	0.153266	0.985382
-0.50855	-0.667601	-0.54377
0.376501	0.551433	-0.744425
0.117232	0.993064	-0.00892164
-0.107109	0.427114	0.897832
-0.853998	-0.477358	0.20692
-0.933682	-0.0845338	0.347982
-0.956487	0.289452	-0.0367569
-0.188004	0.738177	0.647881
-0.0266618	0.0655864	0.997491
0.0817077	-0.331748	0.939823
0.369865	-0.427789	0.824741
0.475057	0.510036	-0.717066
0.308635	0.920172	0.24089
0.395109	0.200545	0.896477
0.615789	0.215905	0.757753
-0.261136	-0.603821	0.753132
-0.436714	-0.795159	0.420717
-0.496672	-0.748916	-0.438682
-0.834519	0.550949	-0.00581084
-0.298596	0.323231	0.897977
0.424756	-0.587362	0.688904
0.997977	-0.0243472	-0.05873
0.881354	0.349343	-0.318079
0.446839	0.468027	0.762421
0.122287	0.0281885	0.992094
0.486087	0.215824	0.846841
-0.887409	0.181583	0.423714
-0.0264553	-0.252339	0.967277
-0.574833	0.294903	0.763282
-0.651468	0.212459	0.72832
-0.489962	0.284236	0.824104
0.115699	-0.102114	0.988021
-0.0846292	-0.989985	-0.112991
0.787999	-0.154315	-0.596024
0.623832	0.771083	-0.127535
0.258733	0.653117	0.711684
-0.57485	-0.324785	0.751041
-0.405797	0.247305	0.879869
-0.978844	-0.173884	0.107839
0.79717	0.0730075	0.599324
-0.0338582	0.319762	0.946893
-0.974809	0.100492	-0.199121
-0.696127	0.432582	0.572957
-0.0136776	0.49226	0.870341
-0.0240538	0.283778	0.958588
0.222708	0.843781	0.488298
0.111798	-0.659243	0.743573
-0.819826	-0.241413	-0.519235
-0.314726	0.947838	0.0505036
0.374405	-0.426837	0.823184
0.410993	-0.369996	0.833179
-0.449055	0.211631	0.868079
-0.685836	-0.559515	0.465373
-0.68185	-0.430502	0.591396
-0.881236	0.0283787	0.471825
0.0745125	-0.448894	0.890473
0.513078	-0.82987	-0.219242
-0.244741	-0.522884	-0.816513
0.212491	0.458623	-0.862851
0.711447	0.645027	0.278897
-0.244884	-0.44719	0.860263
0.820038	-0.37702	0.430573
0.389155	0.663848	0.638642
0.349242	0.657033	0.668085
-0.72746	0.440131	0.52639
-0.215846	0.698128	0.682663
0.11156	0.0454406	0.992718
-0.175687	-0.190606	0.965817
-0.0767495	-0.981784	0.173811
0.408427	0.448451	-0.795034
-0.129738	0.886297	-0.444574
-0.128867	0.882482	-0.452348
-0.337034	0.787827	0.515496
-0.39063	0.508249	0.767523
-0.454537	-0.0507215	0.889283
0.927479	-0.181348	-0.326948
0.78188	0.491791	-0.383152
-0.508215	0.736208	0.446896
0.201212	0.246689	0.947976
0.285636	-0.228236	0.930764
0.639787	-0.739405	-0.209647
0.433479	0.854272	0.286907
0.166159	0.195876	0.966449
-0.656999	-0.101675	0.747003
0.018335	0.298353	0.954279
-0.00202708	0.000468995	0.999998
0.972923	-0.156577	0.170016
-0.371056	0.0297598	0.928134
-0.109405	0.0754099	0.991133
-0.0967181	0.120324	0.988012
-0.0431028	-0.295333	0.954422
-0.502693	0.367379	0.782516
-0.394476	-0.724564	0.565151
-0.865069	-0.467364	0.182281
-0.941939	-0.201772	-0.268402
-0.334992	0.886984	0.317866
0.245773	-0.266583	0.931949
0.210129	-0.896367	-0.390348
0.716592	0.0825106	-0.692595
0.704763	0.475383	-0.526612
-0.554177	0.83236	0.00803912
0.104575	0.527468	0.843114
0.319857	-0.0316526	0.946937
0.0366281	0.0918313	0.995101
-0.879403	-0.295538	0.37324
-0.887246	-0.20645	-0.412519
-0.815188	0.557832	-0.155857
-0.391415	0.51627	0.761747
-0.022821	0.326249	0.945008
-0.262181	-0.351282	0.898811
-0.260936	-0.67442	0.690702
-0.52569	-0.643104	0.556837
-0.386008	-0.732544	-0.560694
-0.640186	0.767671	0.0290506
-0.251318	0.121942	0.960192
0.0402429	-0.456703	0.888708
0.178827	-0.98382	0.0109443
0.926187	-0.223728	-0.303517
0.736154	0.301409	0.605995
-0.355922	0.597762	0.718332
-0.377367	0.266016	0.887034
0.158056	0.162271	0.974005
0.155705	-0.364795	0.917976
0.598616	-0.51143	0.616522
-0.76026	0.103104	0.641385
-0.12852	0.0337531	0.991132
-0.364378	-0.262581	0.893465
-0.648813	0.62136	0.439265
-0.340808	-0.61633	0.70992
0.00967706	0.000227246	0.999953
